"activity" "subject" "feature" "mean"
"WALKING" 3 "tBodyGyroJerk-std()-Y" -0.6391
"WALKING" 3 "tBodyGyroJerk-std()-Z" -0.5367
"WALKING" 3 "tBodyGyroJerkMag-mean()" -0.5661
"WALKING" 3 "tBodyGyroJerkMag-std()" -0.5674
"WALKING" 3 "tBodyGyroMag-mean()" -0.4664
"WALKING" 3 "tBodyGyroMag-std()" -0.5615
"WALKING" 3 "tGravityAcc-mean()-X" 0.9365
"WALKING" 3 "tGravityAcc-mean()-Y" -0.262
"WALKING" 3 "tGravityAcc-mean()-Z" -0.1381
"WALKING" 3 "tGravityAcc-std()-X" -0.9778
"WALKING" 3 "tGravityAcc-std()-Y" -0.9624
"WALKING" 3 "tGravityAcc-std()-Z" -0.9521
"WALKING" 3 "tGravityAccMag-mean()" -0.2547
"WALKING" 3 "tGravityAccMag-std()" -0.3284
"WALKING" 4 "fBodyAcc-mean()-X" -0.4267
"WALKING" 4 "fBodyAcc-mean()-Y" -0.1494
"WALKING" 4 "fBodyAcc-mean()-Z" -0.631
"WALKING" 4 "fBodyAcc-std()-X" -0.4472
"WALKING" 4 "fBodyAcc-std()-Y" -0.1018
"WALKING" 4 "fBodyAcc-std()-Z" -0.5942
"WALKING" 4 "fBodyAccJerk-mean()-X" -0.3589
"WALKING" 4 "fBodyAccJerk-mean()-Y" -0.2796
"WALKING" 4 "fBodyAccJerk-mean()-Z" -0.729
"WALKING" 4 "fBodyAccJerk-std()-X" -0.2973
"WALKING" 4 "fBodyAccJerk-std()-Y" -0.2099
"WALKING" 4 "fBodyAccJerk-std()-Z" -0.7724
"WALKING" 4 "fBodyAccMag-mean()" -0.4508
"WALKING" 4 "fBodyAccMag-std()" -0.6512
"WALKING" 4 "fBodyBodyAccJerkMag-mean()" -0.3186
"WALKING" 4 "fBodyBodyAccJerkMag-std()" -0.3205
"WALKING" 4 "fBodyBodyGyroJerkMag-mean()" -0.7243
"WALKING" 4 "fBodyBodyGyroJerkMag-std()" -0.7578
"WALKING" 4 "fBodyBodyGyroMag-mean()" -0.6093
"WALKING" 4 "fBodyBodyGyroMag-std()" -0.5939
"WALKING" 4 "fBodyGyro-mean()-X" -0.3734
"WALKING" 4 "fBodyGyro-mean()-Y" -0.6885
"WALKING" 4 "fBodyGyro-mean()-Z" -0.6014
"WALKING" 4 "fBodyGyro-std()-X" -0.5426
"WALKING" 4 "fBodyGyro-std()-Y" -0.6547
"WALKING" 4 "fBodyGyro-std()-Z" -0.7165
"WALKING" 4 "tBodyAcc-mean()-X" 0.2786
"WALKING" 4 "tBodyAcc-mean()-Y" -0.0148
"WALKING" 4 "tBodyAcc-mean()-Z" -0.1114
"WALKING" 4 "tBodyAcc-std()-X" -0.4408
"WALKING" 4 "tBodyAcc-std()-Y" -0.0788
"WALKING" 4 "tBodyAcc-std()-Z" -0.5863
"WALKING" 4 "tBodyAccJerk-mean()-X" 0.0784
"WALKING" 4 "tBodyAccJerk-mean()-Y" 0.003
"WALKING" 4 "tBodyAccJerk-mean()-Z" -8e-04
"WALKING" 4 "tBodyAccJerk-std()-X" -0.297
"WALKING" 4 "tBodyAccJerk-std()-Y" -0.2212
"WALKING" 4 "tBodyAccJerk-std()-Z" -0.7514
"WALKING" 4 "tBodyAccJerkMag-mean()" -0.3667
"WALKING" 4 "tBodyAccJerkMag-std()" -0.3169
"WALKING" 4 "tBodyAccMag-mean()" -0.3121
"WALKING" 4 "tBodyAccMag-std()" -0.5277
"WALKING" 4 "tBodyGyro-mean()-X" -0.0318
"WALKING" 4 "tBodyGyro-mean()-Y" -0.0727
"WALKING" 4 "tBodyGyro-mean()-Z" 0.0806
"WALKING" 4 "tBodyGyro-std()-X" -0.5009
"WALKING" 4 "tBodyGyro-std()-Y" -0.6654
"WALKING" 4 "tBodyGyro-std()-Z" -0.6626
"WALKING" 4 "tBodyGyroJerk-mean()-X" -0.1153
"WALKING" 4 "tBodyGyroJerk-mean()-Y" -0.0393
"WALKING" 4 "tBodyGyroJerk-mean()-Z" -0.0551
"WALKING" 4 "tBodyGyroJerk-std()-X" -0.4923
"WALKING" 4 "tBodyGyroJerk-std()-Y" -0.8074
"WALKING" 4 "tBodyGyroJerk-std()-Z" -0.6405
"WALKING" 4 "tBodyGyroJerkMag-mean()" -0.6813
"WALKING" 4 "tBodyGyroJerkMag-std()" -0.7301
"WALKING" 4 "tBodyGyroMag-mean()" -0.4978
"WALKING" 4 "tBodyGyroMag-std()" -0.5531
"WALKING" 4 "tGravityAcc-mean()-X" 0.964
"WALKING" 4 "tGravityAcc-mean()-Y" -0.0859
"WALKING" 4 "tGravityAcc-mean()-Z" 0.1278
"WALKING" 4 "tGravityAcc-std()-X" -0.9838
"WALKING" 4 "tGravityAcc-std()-Y" -0.968
"WALKING" 4 "tGravityAcc-std()-Z" -0.963
"WALKING" 4 "tGravityAccMag-mean()" -0.3121
"WALKING" 4 "tGravityAccMag-std()" -0.5277
"WALKING" 5 "fBodyAcc-mean()-X" -0.2878
"WALKING" 5 "fBodyAcc-mean()-Y" 0.0095
"WALKING" 5 "fBodyAcc-mean()-Z" -0.4903
"WALKING" 5 "fBodyAcc-std()-X" -0.2975
"WALKING" 5 "fBodyAcc-std()-Y" 0.0426
"WALKING" 5 "fBodyAcc-std()-Z" -0.4831
"WALKING" 5 "fBodyAccJerk-mean()-X" -0.345
"WALKING" 5 "fBodyAccJerk-mean()-Y" -0.1811
"WALKING" 5 "fBodyAccJerk-mean()-Z" -0.5905
"WALKING" 5 "fBodyAccJerk-std()-X" -0.3214
"WALKING" 5 "fBodyAccJerk-std()-Y" -0.0545
"WALKING" 5 "fBodyAccJerk-std()-Z" -0.6334
"WALKING" 5 "fBodyAccMag-mean()" -0.305
"WALKING" 5 "fBodyAccMag-std()" -0.5196
"WALKING" 5 "fBodyBodyAccJerkMag-mean()" -0.2695
"WALKING" 5 "fBodyBodyAccJerkMag-std()" -0.3057
"WALKING" 5 "fBodyBodyGyroJerkMag-mean()" -0.5481
"WALKING" 5 "fBodyBodyGyroJerkMag-std()" -0.4557
"WALKING" 5 "fBodyBodyGyroMag-mean()" -0.4843
"WALKING" 5 "fBodyBodyGyroMag-std()" -0.5897
"WALKING" 5 "fBodyGyro-mean()-X" -0.3727
"WALKING" 5 "fBodyGyro-mean()-Y" -0.514
"WALKING" 5 "fBodyGyro-mean()-Z" -0.2131
"WALKING" 5 "fBodyGyro-std()-X" -0.5294
"WALKING" 5 "fBodyGyro-std()-Y" -0.5027
"WALKING" 5 "fBodyGyro-std()-Z" -0.4204
"WALKING" 5 "tBodyAcc-mean()-X" 0.2778
"WALKING" 5 "tBodyAcc-mean()-Y" -0.0173
"WALKING" 5 "tBodyAcc-mean()-Z" -0.1077
"WALKING" 5 "tBodyAcc-std()-X" -0.2941
"WALKING" 5 "tBodyAcc-std()-Y" 0.0767
"WALKING" 5 "tBodyAcc-std()-Z" -0.457
"WALKING" 5 "tBodyAccJerk-mean()-X" 0.0846
"WALKING" 5 "tBodyAccJerk-mean()-Y" -0.0163
"WALKING" 5 "tBodyAccJerk-mean()-Z" 1e-04
"WALKING" 5 "tBodyAccJerk-std()-X" -0.3029
"WALKING" 5 "tBodyAccJerk-std()-Y" -0.091
"WALKING" 5 "tBodyAccJerk-std()-Z" -0.6129
"WALKING" 5 "tBodyAccJerkMag-mean()" -0.2883
"WALKING" 5 "tBodyAccJerkMag-std()" -0.2822
"WALKING" 5 "tBodyAccMag-mean()" -0.1583
"WALKING" 5 "tBodyAccMag-std()" -0.3772
"WALKING" 5 "tBodyGyro-mean()-X" -0.0489
"WALKING" 5 "tBodyGyro-mean()-Y" -0.069
"WALKING" 5 "tBodyGyro-mean()-Z" 0.0815
"WALKING" 5 "tBodyGyro-std()-X" -0.4909
"WALKING" 5 "tBodyGyro-std()-Y" -0.5046
"WALKING" 5 "tBodyGyro-std()-Z" -0.3187
"WALKING" 5 "tBodyGyroJerk-mean()-X" -0.0888
"WALKING" 5 "tBodyGyroJerk-mean()-Y" -0.045
"WALKING" 5 "tBodyGyroJerk-mean()-Z" -0.0483
"WALKING" 5 "tBodyGyroJerk-std()-X" -0.3577
"WALKING" 5 "tBodyGyroJerk-std()-Y" -0.5714
"WALKING" 5 "tBodyGyroJerk-std()-Z" -0.1577
"WALKING" 5 "tBodyGyroJerkMag-mean()" -0.4445
"WALKING" 5 "tBodyGyroJerkMag-std()" -0.4892
"WALKING" 5 "tBodyGyroMag-mean()" -0.3559
"WALKING" 5 "tBodyGyroMag-std()" -0.4922
"WALKING" 5 "tGravityAcc-mean()-X" 0.9726
"WALKING" 5 "tGravityAcc-mean()-Y" -0.1004
"WALKING" 5 "tGravityAcc-mean()-Z" 0.0025
"WALKING" 5 "tGravityAcc-std()-X" -0.9793
"WALKING" 5 "tGravityAcc-std()-Y" -0.9616
"WALKING" 5 "tGravityAcc-std()-Z" -0.9646
"WALKING" 5 "tGravityAccMag-mean()" -0.1583
"WALKING" 5 "tGravityAccMag-std()" -0.3772
"WALKING" 6 "fBodyAcc-mean()-X" -0.1879
"WALKING" 6 "fBodyAcc-mean()-Y" 0.1408
"WALKING" 6 "fBodyAcc-mean()-Z" -0.4985
"WALKING" 6 "fBodyAcc-std()-X" -0.3452
"WALKING" 6 "fBodyAcc-std()-Y" 0.1017
"WALKING" 6 "fBodyAcc-std()-Z" -0.5505
"WALKING" 6 "fBodyAccJerk-mean()-X" -0.1509
"WALKING" 6 "fBodyAccJerk-mean()-Y" -0.0754
"WALKING" 6 "fBodyAccJerk-mean()-Z" -0.5414
"WALKING" 6 "fBodyAccJerk-std()-X" -0.1927
"WALKING" 6 "fBodyAccJerk-std()-Y" 0.0314
"WALKING" 6 "fBodyAccJerk-std()-Z" -0.6086
"WALKING" 6 "fBodyAccMag-mean()" -0.2014
"WALKING" 6 "fBodyAccMag-std()" -0.4217
"WALKING" 6 "fBodyBodyAccJerkMag-mean()" -0.0554
"WALKING" 6 "fBodyBodyAccJerkMag-std()" -0.0965
"WALKING" 6 "fBodyBodyGyroJerkMag-mean()" -0.3665
"WALKING" 6 "fBodyBodyGyroJerkMag-std()" -0.4081
"WALKING" 6 "fBodyBodyGyroMag-mean()" -0.3297
"WALKING" 6 "fBodyBodyGyroMag-std()" -0.5106
"WALKING" 6 "fBodyGyro-mean()-X" -0.2397
"WALKING" 6 "fBodyGyro-mean()-Y" -0.3414
"WALKING" 6 "fBodyGyro-mean()-Z" -0.2036
"WALKING" 6 "fBodyGyro-std()-X" -0.5153
"WALKING" 6 "fBodyGyro-std()-Y" -0.332
"WALKING" 6 "fBodyGyro-std()-Z" -0.5122
"WALKING" 6 "tBodyAcc-mean()-X" 0.2837
"WALKING" 6 "tBodyAcc-mean()-Y" -0.0169
"WALKING" 6 "tBodyAcc-mean()-Z" -0.1103
"WALKING" 6 "tBodyAcc-std()-X" -0.2965
"WALKING" 6 "tBodyAcc-std()-Y" 0.1642
"WALKING" 6 "tBodyAcc-std()-Z" -0.5043
"WALKING" 6 "tBodyAccJerk-mean()-X" 0.07
"WALKING" 6 "tBodyAccJerk-mean()-Y" -0.0165
"WALKING" 6 "tBodyAccJerk-mean()-Z" -0.0074
"WALKING" 6 "tBodyAccJerk-std()-X" -0.1328
"WALKING" 6 "tBodyAccJerk-std()-Y" 0.0081
"WALKING" 6 "tBodyAccJerk-std()-Z" -0.5758
"WALKING" 6 "tBodyAccJerkMag-mean()" -0.1951
"WALKING" 6 "tBodyAccJerkMag-std()" -0.0706
"WALKING" 6 "tBodyAccMag-mean()" -0.1668
"WALKING" 6 "tBodyAccMag-std()" -0.2667
"WALKING" 6 "tBodyGyro-mean()-X" -0.0255
"WALKING" 6 "tBodyGyro-mean()-Y" -0.0744
"WALKING" 6 "tBodyGyro-mean()-Z" 0.0839
"WALKING" 6 "tBodyGyro-std()-X" -0.446
"WALKING" 6 "tBodyGyro-std()-Y" -0.3317
"WALKING" 6 "tBodyGyro-std()-Z" -0.3831
"WALKING" 6 "tBodyGyroJerk-mean()-X" -0.0879
"WALKING" 6 "tBodyGyroJerk-mean()-Y" -0.0362
"WALKING" 6 "tBodyGyroJerk-mean()-Z" -0.054
"WALKING" 6 "tBodyGyroJerk-std()-X" -0.1826
"WALKING" 6 "tBodyGyroJerk-std()-Y" -0.4164
"WALKING" 6 "tBodyGyroJerk-std()-Z" -0.1667
"WALKING" 6 "tBodyGyroJerkMag-mean()" -0.3213
"WALKING" 6 "tBodyGyroJerkMag-std()" -0.3647
"WALKING" 6 "tBodyGyroMag-mean()" -0.2812
"WALKING" 6 "tBodyGyroMag-std()" -0.3656
"WALKING" 6 "tGravityAcc-mean()-X" 0.9581
"WALKING" 6 "tGravityAcc-mean()-Y" -0.2147
"WALKING" 6 "tGravityAcc-mean()-Z" 0.0332
"WALKING" 6 "tGravityAcc-std()-X" -0.9778
"WALKING" 6 "tGravityAcc-std()-Y" -0.9642
"WALKING" 6 "tGravityAcc-std()-Z" -0.9572
"WALKING" 6 "tGravityAccMag-mean()" -0.1668
"WALKING" 6 "tGravityAccMag-std()" -0.2667
"WALKING" 7 "fBodyAcc-mean()-X" -0.343
"WALKING" 7 "fBodyAcc-mean()-Y" -0.0642
"WALKING" 7 "fBodyAcc-mean()-Z" 0.0386
"WALKING" 7 "fBodyAcc-std()-X" -0.322
"WALKING" 7 "fBodyAcc-std()-Y" -0.1437
"WALKING" 7 "fBodyAcc-std()-Z" 0.1333
"WALKING" 7 "fBodyAccJerk-mean()-X" -0.3837
"WALKING" 7 "fBodyAccJerk-mean()-Y" -0.1232
"WALKING" 7 "fBodyAccJerk-mean()-Z" -0.1065
"WALKING" 7 "fBodyAccJerk-std()-X" -0.3653
"WALKING" 7 "fBodyAccJerk-std()-Y" -0.0432
"WALKING" 7 "fBodyAccJerk-std()-Z" -0.1908
"WALKING" 7 "fBodyAccMag-mean()" -0.1512
"WALKING" 7 "fBodyAccMag-std()" -0.3517
"WALKING" 7 "fBodyBodyAccJerkMag-mean()" -0.0384
"WALKING" 7 "fBodyBodyAccJerkMag-std()" -0.0221
"WALKING" 7 "fBodyBodyGyroJerkMag-mean()" -0.1553
"WALKING" 7 "fBodyBodyGyroJerkMag-std()" -0.0842
"WALKING" 7 "fBodyBodyGyroMag-mean()" -0.1929
"WALKING" 7 "fBodyBodyGyroMag-std()" -0.3439
"WALKING" 7 "fBodyGyro-mean()-X" -0.3184
"WALKING" 7 "fBodyGyro-mean()-Y" -0.152
"WALKING" 7 "fBodyGyro-mean()-Z" -0.3667
"WALKING" 7 "fBodyGyro-std()-X" -0.5636
"WALKING" 7 "fBodyGyro-std()-Y" -0.2909
"WALKING" 7 "fBodyGyro-std()-Z" -0.4633
"WALKING" 7 "tBodyAcc-mean()-X" 0.2756
"WALKING" 7 "tBodyAcc-mean()-Y" -0.0187
"WALKING" 7 "tBodyAcc-mean()-Z" -0.1109
"WALKING" 7 "tBodyAcc-std()-X" -0.3272
"WALKING" 7 "tBodyAcc-std()-Y" -0.0773
"WALKING" 7 "tBodyAcc-std()-Z" 0.1596
"WALKING" 7 "tBodyAccJerk-mean()-X" 0.0901
"WALKING" 7 "tBodyAccJerk-mean()-Y" 0.0184
"WALKING" 7 "tBodyAccJerk-mean()-Z" -0.021
"WALKING" 7 "tBodyAccJerk-std()-X" -0.346
"WALKING" 7 "tBodyAccJerk-std()-Y" -0.0547
"WALKING" 7 "tBodyAccJerk-std()-Z" -0.1495
"WALKING" 7 "tBodyAccJerkMag-mean()" -0.1929
"WALKING" 7 "tBodyAccJerkMag-std()" -0.0276
"WALKING" 7 "tBodyAccMag-mean()" -0.0978
"WALKING" 7 "tBodyAccMag-std()" -0.1986
"WALKING" 7 "tBodyGyro-mean()-X" 0.0023
"WALKING" 7 "tBodyGyro-mean()-Y" -0.0837
"WALKING" 7 "tBodyGyro-mean()-Z" 0.0641
"WALKING" 7 "tBodyGyro-std()-X" -0.5033
"WALKING" 7 "tBodyGyro-std()-Y" -0.2311
"WALKING" 7 "tBodyGyro-std()-Z" -0.396
"WALKING" 7 "tBodyGyroJerk-mean()-X" -0.1237
"WALKING" 7 "tBodyGyroJerk-mean()-Y" -0.0448
"WALKING" 7 "tBodyGyroJerk-mean()-Z" -0.0496
"WALKING" 7 "tBodyGyroJerk-std()-X" -0.2117
"WALKING" 7 "tBodyGyroJerk-std()-Y" -0.1741
"WALKING" 7 "tBodyGyroJerk-std()-Z" -0.4583
"WALKING" 7 "tBodyGyroJerkMag-mean()" -0.3
"WALKING" 7 "tBodyGyroJerkMag-std()" -0.0953
"WALKING" 7 "tBodyGyroMag-mean()" -0.306
"WALKING" 7 "tBodyGyroMag-std()" -0.1983
"WALKING" 7 "tGravityAcc-mean()-X" 0.9326
"WALKING" 7 "tGravityAcc-mean()-Y" -0.1591
"WALKING" 7 "tGravityAcc-mean()-Z" -0.1608
"WALKING" 7 "tGravityAcc-std()-X" -0.9799
"WALKING" 7 "tGravityAcc-std()-Y" -0.9694
"WALKING" 7 "tGravityAcc-std()-Z" -0.9522
"WALKING" 7 "tGravityAccMag-mean()" -0.0978
"WALKING" 7 "tGravityAccMag-std()" -0.1986
"WALKING" 8 "fBodyAcc-mean()-X" -0.2474
"WALKING" 8 "fBodyAcc-mean()-Y" 0.317
"WALKING" 8 "fBodyAcc-mean()-Z" -0.2386
"WALKING" 8 "fBodyAcc-std()-X" -0.1484
"WALKING" 8 "fBodyAcc-std()-Y" 0.3248
"WALKING" 8 "fBodyAcc-std()-Z" -0.1584
"WALKING" 8 "fBodyAccJerk-mean()-X" -0.3112
"WALKING" 8 "fBodyAccJerk-mean()-Y" 0.0797
"WALKING" 8 "fBodyAccJerk-mean()-Z" -0.3616
"WALKING" 8 "fBodyAccJerk-std()-X" -0.2714
"WALKING" 8 "fBodyAccJerk-std()-Y" 0.3159
"WALKING" 8 "fBodyAccJerk-std()-Z" -0.4045
"WALKING" 8 "fBodyAccMag-mean()" -0.0952
"WALKING" 8 "fBodyAccMag-std()" -0.3608
"WALKING" 8 "fBodyBodyAccJerkMag-mean()" -0.1238
"WALKING" 8 "fBodyBodyAccJerkMag-std()" -0.2764
"WALKING" 8 "fBodyBodyGyroJerkMag-mean()" -0.473
"WALKING" 8 "fBodyBodyGyroJerkMag-std()" -0.5812
"WALKING" 8 "fBodyBodyGyroMag-mean()" -0.3012
"WALKING" 8 "fBodyBodyGyroMag-std()" -0.3275
"WALKING" 8 "fBodyGyro-mean()-X" -0.1021
"WALKING" 8 "fBodyGyro-mean()-Y" -0.2597
"WALKING" 8 "fBodyGyro-mean()-Z" -0.1329
"WALKING" 8 "fBodyGyro-std()-X" -0.2343
"WALKING" 8 "fBodyGyro-std()-Y" -0.1908
"WALKING" 8 "fBodyGyro-std()-Z" -0.143
"WALKING" 8 "tBodyAcc-mean()-X" 0.2747
"WALKING" 8 "tBodyAcc-mean()-Y" -0.0187
"WALKING" 8 "tBodyAcc-mean()-Z" -0.1073
"WALKING" 8 "tBodyAcc-std()-X" -0.1736
"WALKING" 8 "tBodyAcc-std()-Y" 0.3808
"WALKING" 8 "tBodyAcc-std()-Z" -0.1421
"WALKING" 8 "tBodyAccJerk-mean()-X" 0.0703
"WALKING" 8 "tBodyAccJerk-mean()-Y" -0.006
"WALKING" 8 "tBodyAccJerk-mean()-Z" -7e-04
"WALKING" 8 "tBodyAccJerk-std()-X" -0.2587
"WALKING" 8 "tBodyAccJerk-std()-Y" 0.234
"WALKING" 8 "tBodyAccJerk-std()-Z" -0.3832
"WALKING" 8 "tBodyAccJerkMag-mean()" -0.0668
"WALKING" 8 "tBodyAccJerkMag-std()" -0.1846
"WALKING" 8 "tBodyAccMag-mean()" 0.0517
"WALKING" 8 "tBodyAccMag-std()" -0.1804
"WALKING" 8 "tBodyGyro-mean()-X" 0.0235
"WALKING" 8 "tBodyGyro-mean()-Y" -0.0958
"WALKING" 8 "tBodyGyro-mean()-Z" 0.051
"WALKING" 8 "tBodyGyro-std()-X" -0.1992
"WALKING" 8 "tBodyGyro-std()-Y" -0.212
"WALKING" 8 "tBodyGyro-std()-Z" -0.0754
"WALKING" 8 "tBodyGyroJerk-mean()-X" -0.1359
"WALKING" 8 "tBodyGyroJerk-mean()-Y" -0.0315
"WALKING" 8 "tBodyGyroJerk-mean()-Z" -0.0523
"WALKING" 8 "tBodyGyroJerk-std()-X" -0.2461
"WALKING" 8 "tBodyGyroJerk-std()-Y" -0.4281
"WALKING" 8 "tBodyGyroJerk-std()-Z" -0.3884
"WALKING" 8 "tBodyGyroJerkMag-mean()" -0.3391
"WALKING" 8 "tBodyGyroJerkMag-std()" -0.503
"WALKING" 8 "tBodyGyroMag-mean()" -0.0031
"WALKING" 8 "tBodyGyroMag-std()" -0.2387
"WALKING" 8 "tGravityAcc-mean()-X" 0.9136
"WALKING" 8 "tGravityAcc-mean()-Y" -0.2171
"WALKING" 8 "tGravityAcc-mean()-Z" -0.1863
"WALKING" 8 "tGravityAcc-std()-X" -0.9748
"WALKING" 8 "tGravityAcc-std()-Y" -0.9568
"WALKING" 8 "tGravityAcc-std()-Z" -0.9566
"WALKING" 8 "tGravityAccMag-mean()" 0.0517
"WALKING" 8 "tGravityAccMag-std()" -0.1804
"WALKING" 9 "fBodyAcc-mean()-X" -0.2947
"WALKING" 9 "fBodyAcc-mean()-Y" -0.2577
"WALKING" 9 "fBodyAcc-mean()-Z" -0.2508
"WALKING" 9 "fBodyAcc-std()-X" -0.218
"WALKING" 9 "fBodyAcc-std()-Y" -0.224
"WALKING" 9 "fBodyAcc-std()-Z" -0.0338
"WALKING" 9 "fBodyAccJerk-mean()-X" -0.3143
"WALKING" 9 "fBodyAccJerk-mean()-Y" -0.3677
"WALKING" 9 "fBodyAccJerk-mean()-Z" -0.3995
"WALKING" 9 "fBodyAccJerk-std()-X" -0.1702
"WALKING" 9 "fBodyAccJerk-std()-Y" -0.2284
"WALKING" 9 "fBodyAccJerk-std()-Z" -0.4191
"WALKING" 9 "fBodyAccMag-mean()" -0.3188
"WALKING" 9 "fBodyAccMag-std()" -0.5139
"WALKING" 9 "fBodyBodyAccJerkMag-mean()" -0.3169
"WALKING" 9 "fBodyBodyAccJerkMag-std()" -0.3223
"WALKING" 9 "fBodyBodyGyroJerkMag-mean()" -0.6026
"WALKING" 9 "fBodyBodyGyroJerkMag-std()" -0.6244
"WALKING" 9 "fBodyBodyGyroMag-mean()" -0.5138
"WALKING" 9 "fBodyBodyGyroMag-std()" -0.5627
"WALKING" 9 "fBodyGyro-mean()-X" -0.3837
"WALKING" 9 "fBodyGyro-mean()-Y" -0.4369
"WALKING" 9 "fBodyGyro-mean()-Z" -0.2402
"WALKING" 9 "fBodyGyro-std()-X" -0.5074
"WALKING" 9 "fBodyGyro-std()-Y" -0.491
"WALKING" 9 "fBodyGyro-std()-Z" -0.3424
"WALKING" 9 "tBodyAcc-mean()-X" 0.2785
"WALKING" 9 "tBodyAcc-mean()-Y" -0.0181
"WALKING" 9 "tBodyAcc-mean()-Z" -0.1108
"WALKING" 9 "tBodyAcc-std()-X" -0.2384
"WALKING" 9 "tBodyAcc-std()-Y" -0.2017
"WALKING" 9 "tBodyAcc-std()-Z" -0.058
"WALKING" 9 "tBodyAccJerk-mean()-X" 0.0704
"WALKING" 9 "tBodyAccJerk-mean()-Y" 0.0212
"WALKING" 9 "tBodyAccJerk-mean()-Z" 0.0041
"WALKING" 9 "tBodyAccJerk-std()-X" -0.2067
"WALKING" 9 "tBodyAccJerk-std()-Y" -0.2769
"WALKING" 9 "tBodyAccJerk-std()-Z" -0.4098
"WALKING" 9 "tBodyAccJerkMag-mean()" -0.2037
"WALKING" 9 "tBodyAccJerkMag-std()" -0.3171
"WALKING" 9 "tBodyAccMag-mean()" -0.0981
"WALKING" 9 "tBodyAccMag-std()" -0.3794
"WALKING" 9 "tBodyGyro-mean()-X" -0.0808
"WALKING" 9 "tBodyGyro-mean()-Y" -0.0626
"WALKING" 9 "tBodyGyro-mean()-Z" 0.1116
"WALKING" 9 "tBodyGyro-std()-X" -0.4762
"WALKING" 9 "tBodyGyro-std()-Y" -0.4671
"WALKING" 9 "tBodyGyro-std()-Z" -0.2657
"WALKING" 9 "tBodyGyroJerk-mean()-X" -0.0809
"WALKING" 9 "tBodyGyroJerk-mean()-Y" -0.0356
"WALKING" 9 "tBodyGyroJerk-mean()-Z" -0.0633
"WALKING" 9 "tBodyGyroJerk-std()-X" -0.527
"WALKING" 9 "tBodyGyroJerk-std()-Y" -0.5492
"WALKING" 9 "tBodyGyroJerk-std()-Z" -0.4579
"WALKING" 9 "tBodyGyroJerkMag-mean()" -0.5103
"WALKING" 9 "tBodyGyroJerkMag-std()" -0.5999
"WALKING" 9 "tBodyGyroMag-mean()" -0.2945
"WALKING" 9 "tBodyGyroMag-std()" -0.4897
"WALKING" 9 "tGravityAcc-mean()-X" 0.9519
"WALKING" 9 "tGravityAcc-mean()-Y" -0.0314
"WALKING" 9 "tGravityAcc-mean()-Z" -0.1159
"WALKING" 9 "tGravityAcc-std()-X" -0.981
"WALKING" 9 "tGravityAcc-std()-Y" -0.9712
"WALKING" 9 "tGravityAcc-std()-Z" -0.9555
"WALKING" 9 "tGravityAccMag-mean()" -0.0981
"WALKING" 9 "tGravityAccMag-std()" -0.3794
"WALKING" 10 "fBodyAcc-mean()-X" -0.1142
"WALKING" 10 "fBodyAcc-mean()-Y" 0.0534
"WALKING" 10 "fBodyAcc-mean()-Z" -0.4122
"WALKING" 10 "fBodyAcc-std()-X" -0.2064
"WALKING" 10 "fBodyAcc-std()-Y" -0.1298
"WALKING" 10 "fBodyAcc-std()-Z" -0.4353
"WALKING" 10 "fBodyAccJerk-mean()-X" -0.1079
"WALKING" 10 "fBodyAccJerk-mean()-Y" 0.0309
"WALKING" 10 "fBodyAccJerk-mean()-Z" -0.464
"WALKING" 10 "fBodyAccJerk-std()-X" -0.0792
"WALKING" 10 "fBodyAccJerk-std()-Y" 0.0485
"WALKING" 10 "fBodyAccJerk-std()-Z" -0.5585
"WALKING" 10 "fBodyAccMag-mean()" -0.093
"WALKING" 10 "fBodyAccMag-std()" -0.3705
"WALKING" 10 "fBodyBodyAccJerkMag-mean()" 0.0205
"WALKING" 10 "fBodyBodyAccJerkMag-std()" 0.0502
"WALKING" 10 "fBodyBodyGyroJerkMag-mean()" -0.5151
"WALKING" 10 "fBodyBodyGyroJerkMag-std()" -0.5177
"WALKING" 10 "fBodyBodyGyroMag-mean()" -0.4126
"WALKING" 10 "fBodyBodyGyroMag-std()" -0.4998
"WALKING" 10 "fBodyGyro-mean()-X" -0.2779
"WALKING" 10 "fBodyGyro-mean()-Y" -0.3452
"WALKING" 10 "fBodyGyro-mean()-Z" -0.1085
"WALKING" 10 "fBodyGyro-std()-X" -0.4583
"WALKING" 10 "fBodyGyro-std()-Y" -0.2044
"WALKING" 10 "fBodyGyro-std()-Z" -0.2733
"WALKING" 10 "tBodyAcc-mean()-X" 0.2786
"WALKING" 10 "tBodyAcc-mean()-Y" -0.017
"WALKING" 10 "tBodyAcc-mean()-Z" -0.1091
"WALKING" 10 "tBodyAcc-std()-X" -0.1787
"WALKING" 10 "tBodyAcc-std()-Y" -0.0227
"WALKING" 10 "tBodyAcc-std()-Z" -0.3956
"WALKING" 10 "tBodyAccJerk-mean()-X" 0.0858
"WALKING" 10 "tBodyAccJerk-mean()-Y" 0.0041
"WALKING" 10 "tBodyAccJerk-mean()-Z" -0.0163
"WALKING" 10 "tBodyAccJerk-std()-X" -0.0522
"WALKING" 10 "tBodyAccJerk-std()-Y" 0.0751
"WALKING" 10 "tBodyAccJerk-std()-Z" -0.5117
"WALKING" 10 "tBodyAccJerkMag-mean()" -0.1326
"WALKING" 10 "tBodyAccJerkMag-std()" 0.0376
